"ID";"LATITUDE";"LIBELLE";"LONGITUDE";"COLLECTIVITE_ID";"QUARTIER_ID"
1;0;"ECOLE AMADOU WORE DIAGNE (BOPP)";0;1;0
2;0;"ECOLE BISCUITERIE";0;1;0
3;0;"ECOLE CHEIKH M SAKHO O NIAYES 2";0;1;0
4;0;"ECOLE IMAM ABDOU NDIAYE (CERF VOLAN";0;1;0
5;0;"ECOLE MASSIGA SENE (EX NGUELAW)";0;1;0
6;0;"ECOLE OUAGOU NIAYES 1";0;1;0
7;0;"ETAT CIVIL BOURGUIBA";0;1;0
8;0;"ECOLE CAMBERENE 3";0;2;0
9;0;"ECOLE SEYDINA ISSA LAYE (CAMBERENE)";0;2;0
10;0;"ECOLE IBRAHIMA KOITE (DIEUPPEUL)";0;3;0
11;0;"ECOLE IBRAHIMA SECK B";0;3;0
12;0;"GROUPE SCOLAIRE DERKLE 2";0;3;0
13;0;"BUREAU DE COORDINATION TECHNIQUE";0;4;0
14;0;"CENTRE DE FORMATION COMMUNALE";0;4;0
15;0;"COLLEGE ENSEIG FRANCO-ARABE POINT E";0;4;0
16;0;"ECOLE JOSEPH GOMIS";0;4;0
17;0;"ECOLE MAMADOU B MB DIOP (ZONE B)";0;4;0
18;0;"ECOLE POINT E 2";0;4;0
19;0;"GROUPE SCOLAIRE RUE 10";0;4;0
20;0;"ECOLE LEOPOLD ANGRAND (GOREE)";0;5;0
21;0;"C.E.M. ALIOUNE DIOP";0;6;0
22;0;"ECOLE ISSA KANE (BASSAM GOUMBA)";0;6;0
23;0;"ECOLE MAGUETTE C. SARR (TAIBA G D)";0;6;0
24;0;"ECOLE ROUTE DES PUITS";0;6;0
25;0;"ANNEXE ECOLE ALINE SITOE DIATTA";0;7;0
26;0;"BUREAU DE POSTE GRAND YOFF";0;7;0
27;0;"ECOLE CITE SIPRES 1";0;7;0
28;0;"ECOLE GRAND YOFF 2";0;7;0
29;0;"ECOLE HLM GRAND-YOFF";0;7;0
30;0;"ECOLE HLM PATTE D'OIE";0;7;0
31;0;"ECOLE KALIDOU SY";0;7;0
32;0;"ECOLE KHAR YALLA";0;7;0
33;0;"ECOLE MOR FALL (GRAND YOFF)";0;7;0
34;0;"ECOLE PRIVEE ASSAFIN";0;7;0
35;0;"ECOLE SCAT URBAM";0;7;0
36;0;"FOYER DES JEUNES DE GRAND YOFF";0;7;0
37;0;"ECOLE ADJA WARATH DIENE (FANN GT)";0;8;0
38;0;"ECOLE ALIEU CODOU NDOYE (GUELE TAPE";0;8;0
39;0;"ECOLE AMADOU LAMINE DIENE(EX MED RE";0;8;0
40;0;"ECOLE DIARAF IBRA PAYE (EX MANGU 3)";0;8;0
41;0;"ECOLE EH IBRAHIMA BEYE (COLOBANE)";0;8;0
42;0;"ECOLE MANGUIERS 2";0;8;0
43;0;"ECOLE OUMAR BEN KHATAB DIA (PR FASS";0;8;0
44;0;"ECOLE SACOURA BADIANE";0;8;0
45;0;"ECOLE AYNINA FALL (EX HLM 2)";0;9;0
46;0;"ECOLE HLM 4 E";0;9;0
47;0;"ECOLE LION";0;9;0
48;0;"GROUPE SCOLAIRE HLM C ET D";0;9;0
49;0;"H.L.M 4 A";0;9;0
50;0;"H.L.M 4 B";0;9;0
51;0;"CAMP ABDOU DIASSE";0;10;0
52;0;"CEM DE HANN";0;10;0
53;0;"COURS SAINTE MARIE DE HANN";0;10;0
54;0;"ECOLE EH BARA GUEYE (HANN PECHEUR)";0;10;0
55;0;"ECOLE EH DOUDOU MBATHIE (HANN VILLA";0;10;0
56;0;"ECOLE HANN MONTAGNE";0;10;0
57;0;"ECOLE PUBLIQUE HANN MARISTE EXTENSI";0;10;0
58;0;"ECOLE ALASSANE NDIAYE ALLOU (MED F)";0;11;0
59;0;"ECOLE EH MBAYE D. DEGAYE (MEDINA 3)";0;11;0
60;0;"ECOLE MALICK SY";0;11;0
61;0;"ECOLE MAMOUR DIAKHATE(EX MEDINA 4)";0;11;0
62;0;"ECOLE MOUR DIOP";0;11;0
63;0;"ECOLE NAGO SAMB (GIBRALTAR)";0;11;0
64;0;"STADE IBA MAR DIOP";0;11;0
65;0;"CASE DES TOUT PETITS V.D.N.";0;12;0
66;0;"ECOLE LIBERTE 5";0;12;0
67;0;"ECOLE MASSE MASSAER NIANE1 (BAOBAB)";0;12;0
68;0;"ECOLE NAFISSATOU NIANG";0;12;0
69;0;"ECOLE WORE";0;12;0
70;0;"LYCEE NGALANDOU DIOUF";0;12;0
71;0;"ECOLE ALIEU SAMB";0;13;0
72;0;"ECOLE BAITYR SAMB";0;13;0
73;0;"UNIVERSITE POLYTECHNIQUE OUEST AFRICAIN";0;13;0
74;0;"ECOLE CITE ASECNA";0;14;0
75;0;"ECOLE EH MBAYE DIOP (OUAKAM 2)";0;14;0
76;0;"ECOLE MAMADOU DIAGNE (OUAKAM 1)";0;14;0
77;0;"ECOLE OUAKAM CAMP";0;14;0
78;0;"ECOLE PRIVEE CITE AVION 2";0;14;0
79;0;"ECOLE 6";0;14;0
80;0;"INSTITUTION PRESC. LES PETITS PAS";0;14;0
81;0;"LYCEE OUAKAM";0;14;0
82;0;"C.E.M. UNITE 19";0;15;0
83;0;"ECOLE HLM GRAND MEDINE";0;15;0
84;0;"ECOLE PARCELLES ASSAINIES D (U 10)";0;15;0
85;0;"ECOLE UNITE 11";0;15;0
86;0;"ECOLE UNITE 14";0;15;0
87;0;"ECOLE UNITE 17";0;15;0
88;0;"ECOLE UNITE 19";0;15;0
89;0;"ECOLE UNITE 20";0;15;0
90;0;"ECOLE UNITE 21";0;15;0
91;0;"ECOLE UNITE 22";0;15;0
92;0;"ECOLE UNITE 25";0;15;0
93;0;"ECOLE UNITE 8";0;15;0
94;0;"FOYER SOCIO-EDUCATIF CHEIKH DEMBA DIA";0;15;0
95;0;"ECOLE CITE SOPRIM";0;16;0
96;0;"ECOLE GRAND MEDINE";0;16;0
97;0;"ECOLE PATTE D'OIE BUILDER";0;16;0
98;0;"C.E.S MALICK SY";0;17;0
99;0;"ECOLE ADJA MAME Y. DIAGNE (THIONG)";0;17;0
100;0;"ECOLE BERTHE MAUBERT";0;17;0
101;0;"ECOLE CHEIKH AMADOU MBACKE (KLEBER)";0;17;0
102;0;"ECOLE EH BIBI NDIAYE (FAIDHERBE)";0;17;0
103;0;"ECOLE EH MOUSTAPHA DIOP (FLEURUS)";0;17;0
104;0;"ECOLE IBRAHIMA DIOP (CLEMENCEAU)";0;17;0
105;0;"ECOLE REBEUSS";0;17;0
106;0;"CENTRE SOCIAL LIBERTE 3 A";0;18;0
107;0;"ECOLE LIBERTE 1";0;18;0
108;0;"ECOLE LIBERTE 6 A";0;18;0
109;0;"ECOLE LIBERTE 6 B ET C";0;18;0
110;0;"STADE DEMBA DIOP";0;18;0
111;0;"ECOLE ABABACAR LAYE";0;19;0
112;0;"ECOLE AEROPORT YOFF";0;19;0
113;0;"ECOLE CITE DIAMALAYE";0;19;0
114;0;"ECOLE DIAMALAYE (YOFF 2)";0;19;0
115;0;"ECOLE EH TALLA DIAGNE (YOFF 1)";0;19;0
116;0;"ECOLE ELIMANE THIAW";0;19;0
117;0;"ECOLE JAPONAISE";0;19;0
118;0;"ECOLE KENJIRO";0;19;0
119;0;"ECOLE PRIVEE TATAFA";0;19;0
120;0;"ECOLE TAFSIR NDIAGA GUEYE";0;19;0
121;0;"ECOLE YOFF 4";0;19;0
122;0;"ETAT CIVIL YOFF";0;19;0
123;0;"CEM BANQUE ISLAMIQUE";0;20;0
124;0;"C.E.S. OGO DIOP";0;20;0
125;0;"ECOLE ADOLPHE DIAGNE";0;20;0
126;0;"ECOLE F UNITE 5";0;20;0
127;0;"ECOLE G UNITE 6";0;20;0
128;0;"ECOLE HAMO 2";0;20;0
129;0;"ECOLE MATERNELLE CITE FAYAL";0;20;0
130;0;"ECOLE NDIARKA DIAGNE";0;20;0
131;0;"ECOLE SERIGNE NIANG";0;20;0
132;0;"ECOLE SEYDOU NOUROU TALL";0;20;0
133;0;"ECOLE UNESCO HAMO 3";0;20;0
134;0;"ECOLE Y UNITE 3";0;20;0
135;0;"ECOLE Z UNITE 4";0;20;0
136;0;"LYCEE PARCELLES ASSAINIES GUEDIAWAY";0;20;0
137;0;"ECOLE PRIMAIRE MEDINA GOUNASS";0;21;0
138;0;"HOTEL D'ARRONDISSEMENT";0;21;0
139;0;"POSTE DE SANTE MEDINA GOUNASS";0;21;0
140;0;"ECOLE HAMO 4";0;22;0
141;0;"ECOLE NDIAREME";0;22;0
142;0;"ECOLE 18 GUEDIAWAYE";0;22;0
143;0;"LYCEE LIMAMOULAYE";0;22;0
144;0;"ECOLE DORO SY";0;23;0
145;0;"ECOLE ELEMENTAIRE FUENLABRADA";0;23;0
146;0;"ECOLE NANSEN";0;23;0
147;0;"ECOLE NOTAIRE";0;23;0
148;0;"ECOLE 13 DAROU SALAM";0;23;0
149;0;"ECOLE 16";0;23;0
150;0;"ECOLE 17/A GUEDIAWAYE";0;23;0
151;0;"ECOLE 17/B GUEDIAWAYE";0;23;0
152;0;"ECOLE 20";0;23;0
153;0;"C.E.S. EST";0;24;0
154;0;"ECOLE DAROUKHANE";0;24;0
155;0;"ECOLE KAWSSARA FALL";0;24;0
156;0;"ECOLE KHALI MADIAKHATE KALA";0;24;0
157;0;"ECOLE KHALI MADIAKHATE KALA B";0;24;0
158;0;"ECOLE KHALI MADIAKHATE KALA C";0;24;0
159;0;"ECOLE PRIMAIRE DHL";0;24;0
160;0;"ECOLE 23";0;24;0
161;0;"CEM DALIFORT";0;25;0
162;0;"ECOLE DALIFORT";0;25;0
163;0;"ECOLE FORCES ARMEES";0;25;0
164;0;"ECOLE PRIVEE EH FALILOU MBACKE";0;25;0
165;0;"CEM NDIAWAR DIAGNE";0;26;0
166;0;"CEM SICAP MBAO";0;26;0
167;0;"ECOLE FASS MBAO";0;26;0
168;0;"ECOLE PUBLIQUE SAM SAM 3";0;26;0
169;0;"ECOLE PUBLIQUE SICAP MBAO";0;26;0
170;0;"ECOLE THIAROYE GARE I B";0;26;0
171;0;"CEM DJIDA THIAROYE KAO";0;27;0
172;0;"ECOLE KHALIFA ABABACAR SY";0;27;0
173;0;"ECOLE LANSAR A";0;27;0
174;0;"ECOLE PIKINE MEDINA GOUNASS";0;27;0
175;0;"ECOLE SALIOU NDONGO A";0;27;0
176;0;"ECOLE SALIOU NDONGO B";0;27;0
177;0;"ECOLE 12";0;27;0
178;0;"ECOLE 27";0;27;0
179;0;"CRED / DARADJI";0;28;0
180;0;"ECOLE PRIVEE SEMBENE OUSMANE";0;28;0
181;0;"ECOLE THIAROYE GUINAW RAILS";0;28;0
182;0;"CENTRE DE NUTRITION COMMUNAUTAIRE";0;29;0
183;0;"ECOLE OUMAR DIA DIOUF";0;29;0
184;0;"MAISON DE LA FEMME GUINAW RAILS";0;29;0
185;0;"ECOLE CITE AINOUMADY";0;30;0
186;0;"ECOLE CITE CASTOR SOTRAC";0;30;0
187;0;"ECOLE DE BOUNE";0;30;0
188;0;"ECOLE MASSAR DIEYE";0;30;0
189;0;"ECOLE PLLES ASSAINIES UNITE 11";0;30;0
190;0;"ECOLE PLLES ASSAINIES UNITE 14";0;30;0
191;0;"ECOLE MALIKA MONTAGNE";0;31;0
192;0;"ECOLE PRIVEE SANKA";0;31;0
193;0;"ECOLE SEYDI ANTA GADIAGA";0;31;0
194;0;"ANNEXE ECOLE MAME WASSOUR SECK";0;32;0
195;0;"CEM KEUR MBAYE FALL";0;32;0
196;0;"ECOLE KEUR MBAYE FALL";0;32;0
197;0;"ECOLE MAME WASSOUR SECK";0;32;0
198;0;"ECOLE MOUR SECK";0;32;0
199;0;"ECOLE PUBLIQUE CITE NDEYE MARIE";0;32;0
200;0;"ECOLE PUBLIQUE ZAC MBAO";0;32;0
201;0;"CEM FADILOU DIOP";0;33;0
202;0;"ECOLE IBRAHIMA NDAO";0;33;0
203;0;"ECOLE TOUBA DIACKSAO";0;33;0
204;0;"ECOLE 10 A";0;33;0
205;0;"ECOLE 3 A";0;33;0
206;0;"ECOLE DIACKSAO (EX PIKINE 5)";0;34;0
207;0;"ECOLE ELIMANE NDIAYE";0;34;0
208;0;"ECOLE MAME YELI BADIANE";0;34;0
209;0;"ECOLE PIKINE 7 A";0;34;0
210;0;"ECOLE PRIVEE SOKHNA ADAMA GUEYE";0;34;0
211;0;"ECOLE 5 B";0;34;0
212;0;"ECOLE 9 A";0;34;0
213;0;"CEM CHERIF TIDIANI";0;35;0
214;0;"ECOLE BAWORE SECK";0;35;0
215;0;"ECOLE DAROU PIKINE";0;35;0
216;0;"ECOLE EL HADJ IBA SENE";0;35;0
217;0;"ECOLE KABIROU MBODJI";0;35;0
218;0;"ECOLE KHOUROUNAR";0;35;0
219;0;"ECOLE PRI.  MAME CHEIKH ANTA MBACKE";0;35;0
220;0;"ECOLE PRIVEE SEYDOU NOUROU TALL";0;35;0
221;0;"ECOLE SERIGNE MOUSSA KA";0;35;0
222;0;"ECOLE 2 B";0;35;0
223;0;"ANNEXE ECOLE MASSAER DIAGNE";0;36;0
224;0;"ECOLE MARTYRS A";0;36;0
225;0;"ECOLE MASSAER DIAGNE";0;36;0
226;0;"CENTRE D ENSEIGNEMENT TECHNIQUE";0;37;0
227;0;"ECOLE AMETH SOW MBATAL";0;37;0
228;0;"ECOLE MALICK DIOP";0;37;0
229;0;"ECOLE MOUSSE NIANG";0;37;0
230;0;"ECOLE PRIVEE FRANCO-ARABE";0;37;0
231;0;"ECOLE PRIVEE ZONE FRANCHE";0;37;0
232;0;"ECOLE ALIOUNE GAYE";0;38;0
233;0;"ECOLE MBAYE DIOUF";0;38;0
234;0;"ECOLE MOUSTAPHA KHALI NDIAYE";0;38;0
235;0;"C.E.M. MOMAR MAREME DIOP";0;39;0
236;0;"ECOLE ABDOULAYE DIOP";0;39;0
237;0;"ECOLE DAROU SALAM BENE BARAQUE";0;39;0
238;0;"ECOLE MALIKA RECEPTEUR";0;39;0
239;0;"ECOLE PRIVEE FRANCO ARABE";0;39;0
240;0;"ECOLE PRIVEE SEYDI DJIAMIL";0;39;0
241;0;"ECOLE YEUMBEUL 3 SOTRAC";0;39;0
242;0;"ANNEXE ECOLE KHALIFA ABABACAR SY";0;40;0
243;0;"CENTRE D ETAT CIVIL YEUMBEUL";0;40;0
244;0;"ECOLE MADY NDIAYE";0;40;0
245;0;"ECOLE MOMAR KHARY DIOP";0;40;0
246;0;"ECOLE MOUSSE ANTA DIOP";0;40;0
247;0;"ECOLE PRIVEE MAMADOU NDIONE";0;40;0
248;0;"CEM KEUR MBABA GUISSE";0;41;0
249;0;"CENTRE POLYVALENT MBEYE";0;41;0
250;0;"ECOLE BAMBYLOR";0;41;0
251;0;"ECOLE DENI BIRAM NDAO NORD";0;41;0
252;0;"ECOLE DENIS GUEDJI";0;41;0
253;0;"ECOLE ELEMENTAIRE DE DIAKSAO";0;41;0
254;0;"ECOLE ELEMENTAIRE DE KOUNOUNE";0;41;0
255;0;"ECOLE ELEMENTAIRE DE MBEUTH";0;41;0
256;0;"ECOLE ELEMENTAIRE GOROM 1";0;41;0
257;0;"ECOLE ELEMENTAIRE GOROM 2";0;41;0
258;0;"ECOLE ELEMENTAIRE KEUR NDIAYE LO 1";0;41;0
259;0;"ECOLE ELEMENTAIRE WAYAMBAME";0;41;0
260;0;"ECOLE KEUR DAOUDA SARR";0;41;0
261;0;"ECOLE NDIAKHIRATE PEULH";0;41;0
262;0;"ECOLE PRIMAIRE DENI BIRAM NDAO SUD";0;41;0
263;0;"ECOLE PUBLIQUE DE KANIACK NDIAWDOUNE";0;41;0
264;0;"ECOLE 2 MEDINA BAMBYLOR";0;41;0
265;0;"CEM BARGNY";0;42;0
266;0;"CENTRE SOCIO-CULTUREL EH NDIOUGA DIENG";0;42;0
267;0;"ECOLE DAROU 2";0;42;0
268;0;"ECOLE DES FILLES";0;42;0
269;0;"ECOLE ELEMENTAIRE KIP CARRIERE";0;42;0
270;0;"ECOLE ELEMENTAIRE NDIOLMANE";0;42;0
271;0;"ECOLE MERVI";0;42;0
272;0;"ECOLE MINAME";0;42;0
273;0;"ECOLE MIXTE BARGNY";0;42;0
274;0;"ECOLE SECKA GUEYE";0;42;0
275;0;"ENSEIGNEMENT MOYEN PRATIQUE";0;42;0
276;0;"ECOLE DENI YOUSSOU";0;43;0
277;0;"ECOLE DIAM NIADIO";0;43;0
278;0;"ECOLE DIAMNIADIO 2";0;43;0
279;0;"ECOLE DOUGAR 1";0;43;0
280;0;"ECOLE ELEMENTAIRE DENI MALICK GUEYE";0;43;0
281;0;"ECOLE MBOUNKA BAMBARA";0;43;0
282;0;"ECOLE NDOYENE 1";0;43;0
283;0;"ECOLE SEBI WILLIAM PONTY";0;43;0
284;0;"ECOLE YAAM";0;43;0
285;0;"ECOLE CITE GENDARMERIE";0;44;0
286;0;"ECOLE ELEMENTAIRE DE MEDINA THIOUB";0;44;0
287;0;"ECOLE NIACOULRAP";0;44;0
288;0;"ECOLE UNITE 12 B";0;44;0
289;0;"ECOLE UNITE 17";0;44;0
290;0;"ECOLE UNITE 19";0;44;0
291;0;"BLOC SCIENTIFIQUE";0;45;0
292;0;"ECOLE EH MAMOUR DIOP (SANTHIABA)";0;45;0
293;0;"ECOLE ELEMENTAIRE COLOBANE";0;45;0
294;0;"ECOLE GOUYE MOURIDES";0;45;0
295;0;"ECOLE MATAR SECK";0;45;0
296;0;"ECOLE MERINA";0;45;0
297;0;"ECOLE MERINA 1 (ARAFAT)";0;45;0
298;0;"ECOLE PRIMAIRE CAMP MARCHAND";0;45;0
299;0;"ECOLE TAFSIR NIAW FAYE (DIOKOUL 2)";0;45;0
300;0;"ECOLE THIAWLENE";0;45;0
301;0;"CES PIONNIERS DU SYNDICALISME";0;46;0
302;0;"ECOLE BASSIROU FALL (CAMP X.LELONG)";0;46;0
303;0;"ECOLE ELEMENTAIRE FASS";0;46;0
304;0;"ECOLE ELEMENTAIRE SANTHIABA CHERIF";0;46;0
305;0;"ECOLE HLM CITE RADIO";0;46;0
306;0;"ECOLE OUSMANE MBENGUE (DANGOU)";0;46;0
307;0;"ECOLE SANTHIABA CHERIF 2";0;46;0
308;0;"CES MAURICE GUEYE";0;47;0
309;0;"ECOLE ALIOUNE DIA";0;47;0
310;0;"ECOLE CHARLEMAGNE";0;47;0
311;0;"ECOLE CITE IMPRIMERIE";0;47;0
312;0;"ECOLE EH MOUSSA DIALLO (KHER)";0;47;0
313;0;"ECOLE MBAYE NDIR (GUENDEL)";0;47;0
314;0;"ECOLE OUSSEYNOU DIAGNE (THIOKHO)";0;47;0
315;0;"ECOLE ELEMENTAIRE  NDIAKHIRATE NDIOBENE";0;48;0
316;0;"ECOLE ELEMENTAIRE NDIAKHATE DIGUE";0;48;0
317;0;"ECOLE ELEMENTAIRE SANGALCAM";0;48;0
318;0;"ECOLE ELEMENTAIRE DE NDOYENE 2";0;49;0
319;0;"ECOLE ELEMENTAIRE SEBI THIOKHO";0;49;0
320;0;"ECOLE KIP KIP";0;49;0
321;0;"ECOLE SEBI FASS";0;49;0
322;0;"ECOLE SEBI ROUTE";0;49;0
323;0;"ECOLE SEBI SOUS";0;49;0
324;0;"ECOLE YEBA";0;49;0
325;0;"FOYER DES JEUNES";0;49;0
326;0;"ECOLE SENDOU";0;50;0
327;0;"ECOLE BENOBA";0;51;0
328;0;"ECOLE CITE SAFCO";0;51;0
329;0;"ECOLE ELEMENTAIRE DAROU SALAM";0;51;0
330;0;"ECOLE ELEMENTAIRE NIAGA 2";0;51;0
331;0;"ECOLE ELEMENTAIRE TAWFEKH SOCABEG";0;51;0
332;0;"ECOLE ELEMENTAIRE TIVAOUANE PEULH";0;51;0
333;0;"ECOLE NIAGA";0;51;0
334;0;"ECOLE NIAGA PEULH";0;51;0
335;0;"ECOLE ELEMENTAIRE DE YENE TODD";0;52;0
336;0;"ECOLE ELEMENTAIRE NDOUKHOURA PEULH 2";0;52;0
337;0;"ECOLE ELEMENTAIRE NIAYES KHAYES";0;52;0
338;0;"ECOLE ELEMENTAIRE TOUBAB DIALAO";0;52;0
339;0;"ECOLE ELEMENTAIRE YENE GUEDJ";0;52;0
340;0;"ECOLE NIANGHAL";0;52;0
341;0;"ECOLE PUBLIQUE DE KELLE";0;52;0
342;0;"ECOLE PUBLIQUE NDITAKH";0;52;0
343;0;"ECOLE YENE KAW";0;52;0
344;0;"BABA GARAGE 1";0;53;0
345;0;"DAROU BAKHOUM";0;53;0
346;0;"DAROU NGUER";0;53;0
347;0;"GNICK";0;53;0
348;0;"KEUR OUSMANE KANE";0;53;0
349;0;"KHAYE NDIAYE";0;53;0
350;0;"MBAKHE";0;53;0
351;0;"NDARY DIOP";0;53;0
352;0;"NDIABY";0;53;0
353;0;"NDIOBEL";0;53;0
354;0;"SAM-SAM";0;53;0
355;0;"TAWA FALL";0;53;0
356;0;"THIEUL FANAYE";0;53;0
357;0;"ECOLE ANNEXE";0;54;0
358;0;"ECOLE CHEIKH AWA BALLA MBACKE";0;54;0
359;0;"ECOLE 2";0;54;0
360;0;"ECOLE 3";0;54;0
361;0;"ECOLE 4";0;54;0
362;0;"ECOLE 5";0;54;0
363;0;"MAIRIE";0;54;0
364;0;"BABACK DIOMEGOR";0;55;0
365;0;"BAMBEY SERERE";0;55;0
366;0;"DADACK";0;55;0
367;0;"DANGALMA";0;55;0
368;0;"DANGALMA 2";0;55;0
369;0;"DIARIGNE";0;55;0
370;0;"ECOLE SINDIANE (EX SEO SINDIANE)";0;55;0
371;0;"GATT DIOCOUL 1";0;55;0
372;0;"GATT GALLO";0;55;0
373;0;"GATT NGARAFF 1";0;55;0
374;0;"KEUR GALLO";0;55;0
375;0;"MERINA";0;55;0
376;0;"NDIADIANE";0;55;0
377;0;"NDIOBENE NGOYE";0;55;0
378;0;"NGOKHOTHIE";0;55;0
379;0;"NGOKHOTHIE EX LAMBAYE";0;55;0
380;0;"NGUEME YADIAMA";0;55;0
381;0;"NGUITHIE PEYE";0;55;0
382;0;"SANGHAYE";0;55;0
383;0;"TALLAGNE";0;55;0
384;0;"BARIDIAME";0;56;0
385;0;"DINGUIRAYE";0;56;0
386;0;"GOLL";0;56;0
387;0;"GRAME";0;56;0
388;0;"KANGHARLO";0;56;0
389;0;"KEUR MADIOP";0;56;0
390;0;"MBAYE";0;56;0
391;0;"NDIANE 1";0;56;0
392;0;"THIAYTOU";0;56;0
393;0;"THIOKHOL";0;56;0
394;0;"TOUNGHOR";0;56;0
395;0;"DAROU KHOUDOSS";0;57;0
396;0;"GAPP";0;57;0
397;0;"GAWANE ESCALE";0;57;0
398;0;"GAWANE MBACKE";0;57;0
399;0;"KEUR DIEUMB DIA";0;57;0
400;0;"LANGAR DEUNE";0;57;0
401;0;"LANGAR PEYE";0;57;0
402;0;"NDIEYENE THIALAO";0;57;0
403;0;"NGOKARE SOW 1";0;57;0
404;0;"PEYE BOUNGHOYE";0;57;0
405;0;"SARR";0;57;0
406;0;"FASSEL";0;58;0
407;0;"GANDAL";0;58;0
408;0;"GAYAME";0;58;0
409;0;"GOLBY ASSANE";0;58;0
410;0;"KEUR SAMBA KANE 1";0;58;0
411;0;"KEUR SAMBA KANE 2";0;58;0
412;0;"NDIAMSYL PEYE";0;58;0
413;0;"NDIARAO";0;58;0
414;0;"NDIARNO RICADJI 1";0;58;0
415;0;"NDIAYE DANKHE";0;58;0
416;0;"NDIOUDIOUF";0;58;0
417;0;"THIALLE MABOUR";0;58;0
418;0;"KALOME";0;59;0
419;0;"KEUR SAMBA GAYE";0;59;0
420;0;"KEUR SEGUE NDIAYE";0;59;0
421;0;"LAMBAYE ESCALE";0;59;0
422;0;"MAKA TASSAR";0;59;0
423;0;"MBADIANE GORA";0;59;0
424;0;"MBADIANE SAMBA AWA";0;59;0
425;0;"MBALMY";0;59;0
426;0;"MBOTAL LAMBAYE";0;59;0
427;0;"MBOUBANE";0;59;0
428;0;"MBOUSSO";0;59;0
429;0;"MEKHE";0;59;0
430;0;"NDIARGA LAMBAYE";0;59;0
431;0;"NDONDOL CODOU NGOYE";0;59;0
432;0;"NGANDIAL";0;59;0
433;0;"NIAKHAPPE";0;59;0
434;0;"PARBA LAMBAYE";0;59;0
435;0;"PEYE LAMBAYE";0;59;0
436;0;"POUGNAR";0;59;0
437;0;"THIEPPE NDIAWRIGNE";0;59;0
438;0;"THIEPPE PANATHIE";0;59;0
439;0;"THIEPPE PARBA";0;59;0
440;0;"TOUGOUTHIE";0;59;0
441;0;"BACAPOME";0;60;0
442;0;"MBELKHAOUL";0;60;0
443;0;"MBOMBOYE 1";0;60;0
444;0;"NDECK";0;60;0
445;0;"NDIEDIENG 1";0;60;0
446;0;"NDIEMANE";0;60;0
